0.387304 -0.00258549
2.3451 -2.90507
0.294615 0.230682
0.331542 0.0528963
1.19688 -1.56676
0.541564 -0.136578
7.55212 -3.1374
5.79292 -2.37974
7.86611 -2.46522
7.26177 -2.33739
7.13488 -3.94985
6.1381 -3.93668
6.52392 -3.20587
0.974215 -0.91293
1.38634 -2.05746
1.74525 -0.901507
0.713283 -0.768338
1.22061 -0.463149
2.20366 -3.28039
3.48752 -0.9434
1.82018 -0.593457
1.37317 -1.12811
2.13601 -1.36323
1.98257 -1.25456
1.33856 -2.17618
0.757549 -1.282
1.09397 -0.551325
0.0137885 0.163522
0.421025 -1.23371
1.70931 -0.974022
2.53725 -1.55115
-0.533777 0.430775
0.422706 -0.963662
1.98478 -1.98478
3.34069 -2.60261
0.284952 -0.570021
2.44855 -3.14846
4.33944 -3.86361
0.757968 -0.58687
2.72925 -1.10126
1.95767 -1.69749
0.668548 -1.09363
1.80111 -2.64849
-0.508383 -0.411492
2.31196 -2.35928
3.60324 -2.25943
1.29352 -1.69458
0.0977617 -0.00222146
0.498508 -0.660572
2.22788 -1.5433
1.14147 -2.01319
1.16651 -0.845853
0.143813 -0.828815
1.47313 -1.41122
1.96057 -0.592983
0.624812 -0.706615
2.25385 -0.994743
9.31281 -3.32291
7.91285 -1.68329
8.77181 -2.26187
10.6565 -3.98565
8.36797 -1.45361
8.06876 -2.18949
6.35618 -1.23335
9.19889 -2.63115
5.98352 -0.929479
10.2077 -3.53096
5.77656 -0.965842
8.27577 -1.68224
8.47976 -2.07989
10.614 -4.43962
10.6624 -4.34198
9.65825 -3.99091
9.21178 -3.89232
9.21763 -2.9053
2.06028 -0.521355
1.11414 -2.20965
1.79883 -0.297205
1.0652 -0.138254
1.69253 -3.20841
2.22844 -0.557015
3.43157 -0.687957
1.64786 -4.94918
1.99764 -4.81487
11.9746 -5.31279
6.76808 0.471571
8.76129 -0.792335
8.36029 -0.537471
9.06975 -0.919119
8.43697 -0.511461
11.1812 -3.4744
7.08568 0.426729
8.65378 -1.00673
7.56918 -0.345
8.23711 -1.01724
9.17354 -1.39034
6.30942 0.389838
9.04556 -1.23981
9.92873 -1.72175
10.2402 -2.13139
8.94364 -1.75797
5.8071 -0.259447
8.68954 -0.84996
11.2118 -4.15801
9.39227 -2.49996
6.81934 0.0890129
8.51946 -1.00281
10.4733 -2.32462
8.64032 -0.842306
9.87256 -1.99093
10.0954 -2.51352
10.607 -2.53292
9.88439 -2.31018
10.9019 -2.62262
8.03444 -0.226748
7.0912 -0.62014
6.67838 0.0168515
9.53159 -2.48335
10.1157 -2.26044
7.7017 0.402345
6.12132 -0.0812959
0.921941 1.457
11.7958 -2.34756
10.7776 -1.31126
8.52678 0.373238
9.48588 -0.43164
10.2129 -0.395405
9.49063 -0.237021
6.16308 0.742657
10.1108 -1.53863
9.24716 -0.652237
7.75802 0.511433
5.77874 1.14418
10.8841 -1.09589
9.99856 -1.03417
8.24777 0.320897
8.70778 0.541311
12.6854 -2.69425
12.2508 -2.00946
6.1787 0.707323
10.5739 -0.766941
12.8636 -2.42426
8.04948 0.288088
10.1079 -0.913192
10.5085 -1.80505
9.7646 -1.3707
6.84372 0.977867
8.92066 -0.534774
7.96767 0.499569
13.9113 -3.74649
9.62287 -0.151438
7.69741 0.420563
13.7498 -3.10865
6.71656 0.67455
5.85567 0.804827
9.88269 -0.587611
8.10605 0.996171
6.08146 0.995985
5.80939 0.567642
9.39697 -0.0301992
10.5754 -1.49528
10.8926 -1.00075
9.19718 0.2157
11.1606 -2.12069
10.103 -0.766667
8.17207 0.934164
11.06 -1.10844
10.3333 -0.510629
11.3691 -0.644471
8.85899 0.920064
9.78185 0.390867
7.92727 1.18063
12.0738 -0.469501
11.6312 -0.966577
11.7898 -0.376756
11.0294 -0.760503
7.77488 1.3142
7.05533 2.10359
10.7489 -0.507383
6.91794 1.98479
10.5502 0.134734
10.0029 0.595259
11.0714 -0.0311196
7.38416 1.60863
11.3333 -0.812984
10.9286 -0.36139
11.9607 -0.398544
13.0265 -1.36261
11.7155 -0.599175
10.2939 -0.11942
11.2779 -0.0839633
10.1683 -0.306947
10.9281 0.0367325
9.66533 0.302059
10.995 -0.325482
9.079 1.07582
10.8324 -0.00620798
14.2027 -2.33185
14.6136 -1.96284
9.02734 0.760524
12.6332 -1.12926
12.8018 -1.09919
12.9219 -0.877962
9.38803 0.357686
12.1408 -0.78988
10.599 -0.449738
11.8538 -1.01302
11.8669 -0.383389
8.85808 1.48022
10.9516 0.498884
10.8204 0.532447
12.5477 -0.372323
9.90524 0.730892
10.7052 0.764287
13.2404 -0.0800998
12.5757 -0.240023
10.4494 0.796312
13.2178 -0.63944
8.67716 1.69273
12.4222 -0.297002
11.0909 0.547005
15.9212 -2.03146
9.15851 1.40395
11.1576 0.516517
9.12768 1.34031
9.09731 1.2086
9.73292 0.851338
13.4551 -0.718799
11.6739 0.150377
9.41647 1.45347
8.93189 1.64696
12.5967 0.586176
14.5983 -0.283076
11.7998 0.587468
8.8258 1.74172
9.91902 1.39307
10.3919 1.18253
12.4322 0.613576
13.2126 0.0787014
11.3875 0.861257
11.8944 0.560019
12.2633 0.582751
15.2042 -0.48522
13.5366 0.507458
11.0173 1.24624
7.86655 2.16924
15.081 0.135357
8.61486 1.94783
8.91176 1.90963
8.45666 2.03882
9.09873 1.85072
11.5376 1.17522
9.19941 1.82527
11.2704 1.25582
12.8144 0.802428
9.82559 1.71255
