-5.4558 10.9298
-3.36777 9.2118
-4.93527 8.05734
-4.73646 9.35719
-4.06032 9.0222
-3.98026 8.08608
-4.96524 12.5142
-2.43963 7.43744
-5.0028 9.90037
-4.53819 9.21133
-4.79167 7.96302
-3.947 8.00537
-3.3444 2.50484
0.713283 -0.768338
-0.776254 1.29345
-1.83045 1.48903
2.06028 -0.521355
-0.90518 0.397938
0.0382496 1.20784
-2.22178 0.531497
-1.06972 0.711426
-1.51903 2.79274
3.48752 -0.9434
-0.663163 1.87645
1.82018 -0.593457
-2.40325 3.84042
-1.07086 3.09118
-1.53632 4.89733
-1.8614 3.56708
-1.9011 0.66383
-3.181 1.07131
-1.12621 1.42625
-3.98539 1.68956
1.33856 -2.17618
-0.560333 0.858254
-4.87163 1.7738
-1.09958 1.74366
-0.561848 1.55678
-0.533777 0.430775
1.0652 -0.138254
2.67074 0.240761
-1.23021 2.52925
-1.86775 2.45794
3.34069 -2.60261
-3.52188 1.05784
-1.60911 4.39831
-3.66318 3.46469
-3.67191 0.489812
1.95767 -1.69749
-4.54372 1.41967
-1.91964 4.15421
-5.10117 0.537864
2.31196 -2.35928
3.60324 -2.25943
1.29352 -1.69458
-0.896847 2.50616
-3.35247 0.736836
-2.2899 0.839717
-0.926901 2.51597
-0.266385 1.1934
1.6145 0.0142848
-2.30269 0.835235
-1.68108 5.96364
-1.8718 0.879153
-1.01164 2.67381
-3.73654 3.21831
-0.69902 1.59945
1.86134 0.271685
-1.16785 2.65515
-0.609889 0.546299
-1.91219 0.560012
0.948187 0.406594
-2.58585 1.70093
-2.27027 0.306941
2.25385 -0.994743
1.99764 -4.81487
0.149926 0.937712
-0.645095 5.69896
-0.961917 5.90238
0.590331 4.37577
1.35238 2.91938
0.387304 -0.00258549
-3.75267 0.084538
1.91166 3.75135
0.0986743 2.80905
-2.73879 0.210771
-0.278845 3.66315
0.423797 3.77624
0.965632 2.9415
1.0609 2.88025
0.044982 1.47624
0.0982961 -0.389228
-0.629239 4.57638
-0.0530928 3.36721
0.904897 4.59742
-0.142913 1.9601
-0.247329 -0.458584
1.69217 3.6969
0.315268 2.3404
0.0641878 5.79399
0.627504 0.256616
1.30804 -0.254863
0.580467 1.60392
0.540118 1.46692
0.541564 -0.136578
0.435796 1.7885
0.624812 -0.706615
0.151017 1.4409
1.05895 2.20231
0.284952 -0.570021
0.70711 1.79833
0.980895 -0.187023
-2.26215 -0.153859
-1.79442 -0.515427
-1.33355 -0.631223
-2.45232 -0.516202
